Abgliophragma setosum
Gymnopilus flavifolius
Gymnopilus flavipunctatus
Gymnopilus flavus
Gymnopilus fulgens
Gymnopilus fulvicolor
Gymnopilus fulvosquamulosus
Gymnopilus fuscosquamulosus
Gymnopilus galerinopsis
Gymnopilus giganteus
Gymnopilus hainanensis
Gymnopilus hallianus
Gymnopilus hemipenetrans
Gymnopilus hillii
Gymnopilus hispidellus
Gymnopilus hispidus
Gymnopilus humicola
Gymnopilus hybridus
Gymnopilus igniculus
Gymnopilus imperialis
Gymnopilus intermedius
Gymnopilus iriomotensis
Gymnopilus janthinosarx
Gymnopilus josserandii
Gymnopilus junonius
Gymnopilus karnalensis
Gymnopilus karrara
Gymnopilus konkinyerius
Gymnopilus laeticolor
Gymnopilus lepidotus
Gymnopilus levis
Gymnopilus liquiritiae
Gymnopilus longipes
Gymnopilus luteocarneus
Gymnopilus luteofolius
Gymnopilus luteoviridis
Gymnopilus lutescens
Gymnopilus luteus
Gymnopilus macrocheilocystidiatus
Gymnopilus magnificus
Gymnopilus magnus
Gymnopilus marginatus
Gymnopilus maritimus
Gymnopilus marticorenai
Gymnopilus medius
Gymnopilus megasporus
Gymnopilus melleus
Gymnopilus mesosporus
Gymnopilus microloxus
Gymnopilus micromegas
Gymnopilus microsporus
Gymnopilus minutosporus
Gymnopilus mitis
Gymnopilus moabus
Gymnopilus mullaunius
Gymnopilus nashii
Gymnopilus naucorioides
Gymnopilus neerlandicus
Gymnopilus nevadensis
Gymnopilus njalaensis
Gymnopilus norfolkensis
Gymnopilus noviholocirrhus
Gymnopilus novoguineensis
Gymnopilus obscurus
Gymnopilus ochraceus
Gymnopilus odini
Gymnopilus ombrophilus
Gymnopilus oregonensis
Gymnopilus pachycystis
Gymnopilus pacificus
Gymnopilus pallidus
Gymnopilus palmicola
Gymnopilus panelloides
Gymnopilus panurensis
Gymnopilus parrumbalus
Gymnopilus parvisporus
Gymnopilus parvisquamulosus
Gymnopilus parvulus
Gymnopilus patriae
Gymnopilus peliolepis
Gymnopilus penetrans
Gymnopilus perisporius
Gymnopilus permollis
Gymnopilus perplexus
Gymnopilus pholiotoides
Gymnopilus picreus
Gymnopilus pleurocystidiatus
Gymnopilus praecox
Gymnopilus praefloccosus
Gymnopilus praelaeticolor
Gymnopilus pratensis
Gymnopilus psamminus
Gymnopilus pseudocamerinus
Gymnopilus pseudofulgens
Gymnopilus pulchrifolius
Gymnopilus punctifolius
Gymnopilus purpureograminicola
Gymnopilus purpureonitens
Gymnopilus purpureosquamulosus
Gymnopilus pusillus
Gymnopilus radicicola
Gymnopilus rigidus
Gymnopilus robustus
Gymnopilus rufescens
Gymnopilus rufobrunneus
Gymnopilus rufopunctatus
Gymnopilus rufosquamulosus
Gymnopilus rugulosus
Gymnopilus russipes
Gymnopilus sapineus
Gymnopilus satur
Gymnopilus sordidostipes
Gymnopilus spadiceus
Gymnopilus spinulifer
Gymnopilus stabilis
Gymnopilus subbellulus
Gymnopilus subdryophilus
Gymnopilus subearlei
Gymnopilus suberis
Gymnopilus subexcentricus
Gymnopilus subfulgens
Gymnopilus subgeminellus
Gymnopilus submarasmioides
Gymnopilus subpenetrans
Gymnopilus subpurpuratus
Gymnopilus subrufobrunneus
Gymnopilus subsapineus
Gymnopilus subspectabilis
Gymnopilus subtropicus
Gymnopilus subviridis
Gymnopilus swaticus
Gymnopilus tasmanicus
Gymnopilus tenuis
Gymnopilus terrestris
Gymnopilus terricola
Gymnopilus testaceus
Gymnopilus thiersii
Gymnopilus tomentulosus
Gymnopilus tonkinensis
Gymnopilus tropicus
Gymnopilus turficola
Gymnopilus tuxtlensis
Gymnopilus tyallus
Gymnopilus underwoodii
Gymnopilus unicolor
Gymnopilus validipes
Gymnopilus velutinus
Gymnopilus ventricosus
Gymnopilus viridans
Gymnopilus viscidissimus
Gymnopilus weberi
Gymnopilus yangshanensis
Gymnopilus zempoalensis
Gymnopilus zenkeri
Gymnopuccinia pulneyensis
Gymnopus agricola
Gymnopus albipes
Gymnopus albistrictus
Gymnopus alcalinolens
Gymnopus alkalivirens
Gymnopus allegreti
Gymnopus alnicola
Gymnopus alpicola
Gymnopus alpinus
Gymnopus amygdalisporus
Gymnopus androsaceus
Gymnopus aporpohyphes
Gymnopus aquosus
Gymnopus asetosus
Gymnopus atlanticus
Gymnopus atratoides
Gymnopus atrigilvus
Gymnopus aurantiacus
Gymnopus aurantiipes
Gymnopus austrosemihirtipes
Gymnopus avellaneidiscus
Gymnopus avellaneigriseus
Gymnopus bactrosporus
Gymnopus barbipes
Gymnopus beltraniae
Gymnopus benoistii
Gymnopus bicolor
Gymnopus biformis
Gymnopus billbowesii
Gymnopus bisporiger
Gymnopus bisporus
Gymnopus brassicolens
Gymnopus brevistipitatus
Gymnopus brunneigracilis
Gymnopus brunnescens
Gymnopus bulliformis
Gymnopus butyraceus-trichopus
Gymnopus campinaranae
Gymnopus carnosus
Gymnopus caryophilus
Gymnopus castaneus
Gymnopus catalonicus
Gymnopus ceraceicola
Gymnopus cervinicolor
Gymnopus cervinus
Gymnopus cinchonensis
Gymnopus cockaynei
Gymnopus collybioides
Gymnopus confluens
Gymnopus coniceps
Gymnopus contrarius
Gymnopus coracicolor
Gymnopus cremeimellus
Gymnopus cremeostipitatus
Gymnopus cremoraceus
Gymnopus cylindricus
Gymnopus densilamellatus
Gymnopus dentatus
Gymnopus denticulatus
Gymnopus detersibilis
Gymnopus dichrous
Gymnopus diminutus
Gymnopus discipes
Gymnopus disjunctus
Gymnopus dispermus
Gymnopus domesticus
Gymnopus druceae
Gymnopus dryophilus
Gymnopus dysodes
Gymnopus dysosmus
Gymnopus earleae
Gymnopus eatonae
Gymnopus ellisii
Gymnopus eneficola
Gymnopus erythropus
Gymnopus expallens
Gymnopus exsculptus
Gymnopus fagiphilus
Gymnopus farinaceus
Gymnopus fasciatus
Gymnopus fibrosipes
Gymnopus flavescens
Gymnopus floridanus
Gymnopus foetidus
Gymnopus foliiphilus
Gymnopus fragillior
Gymnopus fuegianus
Gymnopus fuliginellus
Gymnopus fulvidiscus
Gymnopus funalis
Gymnopus fuscolilacinus
Gymnopus fuscopurpureus
Gymnopus fuscotramus
Gymnopus fusipes
Gymnopus gibbosus
Gymnopus glabrocystidiatus
Gymnopus glabrosipes
Gymnopus glatfelteri
Gymnopus griseifolius
Gymnopus hakaroa
Gymnopus hariolorum
Gymnopus herinkii
Gymnopus hirtelloides
Gymnopus hirtellus
Gymnopus hondurensis
Gymnopus huijsmanii
Gymnopus hybridus
Gymnopus imbricatus
Gymnopus impudicus
Gymnopus indoctoides
Gymnopus indoctus
Gymnopus inexpectatus
Gymnopus inodorus
Gymnopus inusitatus
Gymnopus iocephalus
Gymnopus irresolutus
Gymnopus jamaicensis
Gymnopus johnstonii
Gymnopus junquilleus
Gymnopus kauffmanii
Gymnopus kidsoniae
Gymnopus lachnophyllus
Gymnopus lanipes
Gymnopus lodgeae
Gymnopus loiseleurietorum
Gymnopus luxurians
Gymnopus macropus
Gymnopus mammillatus
Gymnopus melanopus
Gymnopus menehune
Gymnopus mesoamericanus
Gymnopus micromphaleoides
Gymnopus microspermus
Gymnopus microsporus
Gymnopus montagnei
Gymnopus monticola
Gymnopus moseri
Gymnopus mucubajiensis
Gymnopus musicola
Gymnopus mustachius
Gymnopus neotropicus
Gymnopus nigritiformis
Gymnopus nigroimplicatus
Gymnopus nonnullus
Gymnopus nubicola
Gymnopus obscuroides
Gymnopus ocellus
Gymnopus ocior
Gymnopus oculatus
Gymnopus omphalina
Gymnopus omphalodes
Gymnopus oncospermatis
Gymnopus oreadoides
Gymnopus orizabensis
Gymnopus pacificus
Gymnopus pallidus
Gymnopus parvulus
Gymnopus perforans
Gymnopus peronatus
Gymnopus phyllogenus
Gymnopus physcopodius
Gymnopus piceipes
Gymnopus pilularius
Gymnopus pinophilus
Gymnopus pleurocystidiatus
Gymnopus polygrammus
Gymnopus polyphyllus
Gymnopus ponderosae
Gymnopus potassiovirescens
Gymnopus pseudolodgeae
Gymnopus pseudoluxurians
Gymnopus pseudomphalodes
Gymnopus pubipes
Gymnopus purpureicollus
Gymnopus putillus
Gymnopus pygmaeus
Gymnopus pyracanthoides
Gymnopus pyrenaeicus
Gymnopus quercophilus
Gymnopus quinaultii
Gymnopus ramulicola
Gymnopus readiae
Gymnopus reginae
Gymnopus rhizomorphicola
Gymnopus rigidichordus
Gymnopus rodhallii
Gymnopus roseilividus
Gymnopus semihirtipes
Gymnopus sepiiconicus
Gymnopus sequoiae
Gymnopus similis
Gymnopus sinuatus
Gymnopus sphaerosporus
Gymnopus spongiosus
Gymnopus squamiger
Gymnopus stenophyllus
Gymnopus striatipes
Gymnopus subabundans
Gymnopus subaquosus
Gymnopus subavellaneus
Gymnopus subconiceps
Gymnopus subcyathiformis
Gymnopus subflavescens
Gymnopus subflavifolius
Gymnopus subfunicularis
Gymnopus sublaccatus
Gymnopus sublatericius
Gymnopus subluxurians
Gymnopus subnivulosus
Gymnopus subnudus
Gymnopus subpruinosus
Gymnopus subrigidichordus
Gymnopus subrugosus
Gymnopus subsulphureus
Gymnopus subsupinus
Gymnopus subterginus
Gymnopus subtortipes
Gymnopus talisiae
Gymnopus tamatavae
Gymnopus terginus
Gymnopus termiticola
Gymnopus texensis
Gymnopus thiersii
Gymnopus tomentellus
Gymnopus tortipes
Gymnopus trabzonensis
Gymnopus tricholoma
Gymnopus trogioides
Gymnopus ugandensis
Gymnopus uniformis
Gymnopus variicolor
Gymnopus vernus
Gymnopus villosipes
Gymnopus vinaceus
Gymnopus virescens
Gymnopus virginianus
Gymnopus vitellinipes
Gymnopus volkertii
Gymnosporangium amelanchieris
Gymnosporangium asiaticum
Gymnosporangium atlanticum
Gymnosporangium aurantiacum
Gymnosporangium bermudianum
Gymnosporangium bethelii
Gymnosporangium biseptatum
Gymnosporangium clavariiforme
Gymnosporangium clavipes
Gymnosporangium confusum
Gymnosporangium connersii
Gymnosporangium corniculans
Gymnosporangium corniforme
Gymnosporangium cornutum
Gymnosporangium cunninghamianum
Gymnosporangium cupressi
Gymnosporangium davisii
Gymnosporangium dobrozrakovae
Gymnosporangium effusum
Gymnosporangium exiguum
Gymnosporangium exterum
Gymnosporangium floriforme
Gymnosporangium formosanum
Gymnosporangium fraternum
Gymnosporangium fusisporum
Gymnosporangium gaeumannii
Gymnosporangium gjaerumii
Gymnosporangium globosum
Gymnosporangium gracile
Gymnosporangium gracilens
Gymnosporangium harknessianum
Gymnosporangium hemisphaericum
Gymnosporangium huanglongense
Gymnosporangium hyalinum
Gymnosporangium inconspicuum
Gymnosporangium juniperi-virginianae
Gymnosporangium kernianum
Gymnosporangium libocedri
Gymnosporangium meridissimum
Gymnosporangium mespili
Gymnosporangium minus
Gymnosporangium miyabei
Gymnosporangium monticola
Gymnosporangium multiporum
Gymnosporangium nelsonii
Gymnosporangium nidus-avis
Gymnosporangium nipponicum
Gymnosporangium nootkatense
Gymnosporangium orientale
Gymnosporangium padmarense
Gymnosporangium paraphysatum
Gymnosporangium sabinae
Gymnosporangium shiraianum
Gymnosporangium sorbi
Gymnosporangium speciosum
Gymnosporangium taianum
Gymnosporangium tianschanicum
Gymnosporangium torminali-juniperini
Gymnosporangium trachysorum
Gymnosporangium tremelloides
Gymnosporangium tsingchenense
Gymnosporangium turkestanicum
Gymnosporangium unicorne
Gymnosporangium vauqueliniae
Gymnosporangium yamadae
Gymnostellatospora canadensis
Gymnostellatospora dendroidea
Gymnostellatospora frigida
Gymnostellatospora japonica
Gymnostellatospora parvula
Gymnostellatospora subnuda
Gymnoxyphium malum
Gymnoxyphium splendidum
Gynonectria intraspora
Gyoerffyella biappendiculata
Gyoerffyella craginiformis
Gyoerffyella entomobryoides
Gyoerffyella gemellipara
Gyoerffyella myrmecophagiformis
Gyoerffyella oxalidis
Gyoerffyella rotula
Gyoerffyella speciosa
Gyoerffyella tatrica
Gyoerffyella tricapillata
Gypsoplaca macrophylla
Gyrodon adisianus
Gyrodon africanus
Gyrodon bohemicus
Gyrodon crassipes
Gyrodon cupreus
Gyrodon housei
Gyrodon intermedius
Gyrodon lividus
Gyrodon minutus
Gyrodon miretipes
Gyrodon ripicola
Gyrodon tennesseensis
Gyrodontium sacchari
Gyromitra accumbens
Gyromitra ambigua
Gyromitra apiculatula
Gyromitra arctica
Gyromitra bubakii
Gyromitra californica
Gyromitra chirripoensis
Gyromitra columbiana
Gyromitra convoluta
Gyromitra discinoides
Gyromitra esculenta
Gyromitra fluctuans
Gyromitra gigas
Gyromitra infula
Gyromitra intermedia
Gyromitra korfii
Gyromitra korshinskii
Gyromitra lactea
Gyromitra larryi
Gyromitra leucoxantha
Gyromitra longipes
Gyromitra macrospora
Gyromitra mcknightii
Gyromitra melaleucoides
Gyromitra microspora
Gyromitra neuwirthi
Gyromitra olympiana
Gyromitra parma
Gyromitra recurva
Gyromitra sichuanensis
Gyromitra slonevskii
Gyromitra sphaerospora
Gyromitra spinosospora
Gyromitra splendida
Gyromitra tasmanica
Gyromitra warnei
Gyromitra xinjiangensis
Gyrophanopsis polonensis
Gyrophanopsis zealandica
Gyrophragmium argentinum
Gyrophragmium carettei
Gyrophragmium delilei
Gyrophragmium inquinans
Gyrophragmium italicum
Gyrophthorus crustulosae
Gyrophthorus gracilis
Gyrophthorus perforans
Gyroporus aculifer
Gyroporus ballouii
Gyroporus biporus
Gyroporus brunneofloccosus
Gyroporus castaneus
Gyroporus cyanescens
Gyroporus earlei
Gyroporus fumosiceps
Gyroporus fuscatus
Gyroporus heterosporus
Gyroporus longicystidiatus
Gyroporus malesicus
Gyroporus microsporus
Gyroporus phaeocyanescens
Gyroporus pseudocyanescens
Gyroporus pseudolacteus
Gyroporus pseudomicrosporus
Gyroporus punctatus
Gyroporus purpurinus
Gyroporus roseialbus
Gyroporus setigerus
Gyroporus subalbellus
Gyroporus tuberculatosporus
Gyrostroma austroamericanum
Gyrostroma missouriense
Gyrostroma sinuosum
Gyrothrix bifurcata
Gyrothrix chimaera
Gyrothrix circinata
Gyrothrix citricola
Gyrothrix cubensis
Gyrothrix dichotoma
Gyrothrix flagella
Gyrothrix flagelliramosa
Gyrothrix grisea
Gyrothrix hughesii
Gyrothrix indica
Gyrothrix inops
Gyrothrix macroseta
Gyrothrix magica
Gyrothrix microsperma
Gyrothrix podosperma
Gyrothrix ramosa
Gyrothrix thevetiae
Gyrothrix verticiclada
Gyrothrix verticillata
Gyrotrema papillatum
Gyrotrema sinuosum
Gyrotrema wirthii
Haasiella splendidissima
Haasiella venustissima
Haddowia aetii
Haddowia longipes
Haddowia neurospora
Hadronema clavatospora
Hadronema orbiculare
Hadronema penniseti
Hadronema verrucosum
Hadrospora fallax
Hadrosporium dingleyae
Hadrosporium fraserianum
Hadrotrichum agapanthi
Hadrotrichum anceps
Hadrotrichum atromaculans
Hadrotrichum bambusicola
Hadrotrichum caespitulosum
Hadrotrichum dryophilum
Hadrotrichum globiferum
Hadrotrichum lunzinense
Hadrotrichum lupini
Hadrotrichum microsporum
Hadrotrichum phragmiticola
Hadrotrichum pyrenaicum
Hadrotrichum sorghi
Hadrotrichum triseti
Hadrotrichum virescens
Haematomma accolens
Haematomma africanum
Haematomma alpinum
Haematomma babingtonii
Haematomma collatum
Haematomma dolichosporum
Haematomma eremaeum
Haematomma erythromma
Haematomma fenzlianum
Haematomma flexuosum
Haematomma fluorescens
Haematomma hilare
Haematomma infuscum
Haematomma leprarioides
Haematomma nicoyense
Haematomma nothofagi
Haematomma ochroleucum
Haematomma persoonii
Haematomma rufidulum
Haematomma sorediatum
Haematomma staigeriae
Haematomma stevensiae
Haematomyxa ascoboloides
Haematomyxa sequoiae
Haematomyxa tetraspora
Haematomyxa vinosa
Haematonectria lushanensis
Hafellia alisioae
Hafellia arnoldii
Hafellia bahiana
Hafellia bispora
Hafellia curatellae
Hafellia demutans
Hafellia dissa
Hafellia fosteri
Hafellia gomerana
Hafellia levieri
Hafellia microspora
Hafellia pleiotera
Hafellia procellarum
Hafellia rechingeri
Hagleromyces auroranensis
Haglerozyma chiarellii
Haglundia crispula
Haglundia lanata
Haglundia magnipilosa
Haglundia olivacea
Haglundia rubra
Haglundia sarmentorum
Haglundia testaceorufa
Hainesia aeruginascens
Hainesia aurantiaca
Hainesia aurantii
Hainesia borealis
Hainesia brevicladoniae
Hainesia bryonorae
Hainesia castaneae
Hainesia dietelii
Hainesia feurichii
Hainesia jabalpurensis
Hainesia kolae
Hainesia lecanorae
Hainesia longicladoniae
Hainesia lunata
Hainesia macrospora
Hainesia marsdeniae
Hainesia maxillariae
Hainesia minutissima
Hainesia oleicola
Hainesia palmarum
Hainesia peltigerae
Hainesia pertusariae
Hainesia pyricola
Hainesia rostrupii
Hainesia rubi
Hainesia tellingsii
Hainesia viburni
Hainesia xanthoriae
Hainesia zavrelii-ignatii
Haiyanga salina
Halazoon fuscus
Halazoon melhae
Halbania cryptomeriae
Halbania cyathearum
Halbania juniperi
Halbaniella javanica
Halbaniella mimusopis
Halbaniella paulliniae
Halbaniella scolopiae
Halecania alpivaga
Halecania bryophila
Halecania giraltiae
Halecania lobulata
Halecania micacea
Halecania pakistanica
Halecania pepegospora
Halecania ralfsii
Halecania rhypodiza
Halecania santessonii
Halecania spodomela
Halecania subsquamosa
Halecania viridescens
Halegrapha chimaera
Halegrapha floridana
Halegrapha intergrapha
Halegrapha kenyana
Halegrapha mexicana
Halegrapha mucronata
Halenospora varia
Haligena elaterophora
Hallenbergia singularis
Hallingea carneorosea
Hallingea purpurea
Hallingea violacea
Haloaleurodiscus mangrovei
Halocyphina villosa
Halodiatrype avicenniae
Halodiatrype mangrovei
Halodiatrype salinicola
Haloguignardia cystoseirae
Haloguignardia decidua
Haloguignardia irritans
Haloguignardia longispora
Haloguignardia oceanica
Haloguignardia tumefaciens
Halojulella avicenniae
Halokirschsteiniothelia maritima
Halomassarina thalassiae
Halomitra clavator
Halomitra pileus
Halomyces littoreus
Halonectria milfordensis
Halorosellinia bandonii
Halorosellinia oceanica
Halorosellinia rhizophorae
Halosarpheia bentotensis
Halosarpheia culmiperda
Halosarpheia fibrosa
Halosarpheia japonica
Halosarpheia marina
Halosarpheia minuta
Halosarpheia phragmiticola
Halosarpheia unicellularis
Halosarpheia viscosa
Halosphaeria appendiculata
Halosphaeria pileata
Halosphaeria quadri-remis
Halosphaeria torquata
Halosphaeriopsis mediosetigera
Halospora deminuta
Halotthia posidoniae
Halteromyces radiatus
Halysiomyces saxatilis
Hamamotoa cerberi
Hamamotoa lignophila
Hamamotoa singularis
Hamamotoa telluris
Hamaspora acutissima
Hamaspora australis
Hamaspora dobremezii
Hamaspora ellisii
Hamaspora engleriana
Hamaspora gedeana
Hamaspora hashiokae
Hamaspora longissima
Hamaspora nepalensis
Hamaspora okinawensis
Hamaspora ozeensis
Hamaspora rubi-sieboldii
Hamaspora sinica
Hamaspora taiwaniana
Hamaspora viennotii
Hamatocanthoscypha acericola
Hamatocanthoscypha cuneata
Hamatocanthoscypha dryopteridis
Hamatocanthoscypha helicotricha
Hamatocanthoscypha laricionis
Hamatocanthoscypha melanobasis
Hamatocanthoscypha minutissima
Hamatocanthoscypha obsoleta
Hamatocanthoscypha ocellata
Hamatocanthoscypha phaeotricha
Hamatocanthoscypha polytrichi
Hamatocanthoscypha rotundispora
Hamatocanthoscypha straminella
Hamatocanthoscypha uncinata
Hamatocanthoscypha uncipila
Hamigera avellanea
Hamigera brevicompactus
Hamigera fusca
Hamigera inflata
Hamigera ingelheimensis
Hamigera insecticola
Hamigera pallida
Hamigera paravellanea
Hamigera terricola
Handkea canadensis
Hanliniomyces hyaloapicalis
Hannaella luteola
Hannaella oryzae
Hannaella phyllophila
Hannaella sinensis
Hannaella surugaensis
Hannaella zeae
Hanseniaspora clermontiae
Hanseniaspora guilliermondii
Hanseniaspora jakobsenii
Hanseniaspora lachancei
Hanseniaspora lindneri
Hanseniaspora meyeri
Hanseniaspora nectarophila
Hanseniaspora occidentalis
Hanseniaspora opuntiae
Hanseniaspora osmophila
Hanseniaspora pseudoguilliermondii
Hanseniaspora uvarum
Hanseniaspora valbyensis
Hanseniaspora vineae
Hansenula misumaiensis
Hansfordia alba
Hansfordia arborescens
Hansfordia canescens
Hansfordia caricis
Hansfordia catalonica
Hansfordia indica
Hansfordia pallens
Hansfordia parasitica
Hansfordia pulvinata
Hansfordia qinghaiensis
Hansfordia rosea
Hansfordia triumfettae
Hansfordiella asterinearum
Hansfordiella bakeri
Hansfordiella cupulifera
Hansfordiella diedickiae
Hansfordiella harunganae
Hansfordiella indica
Hansfordiella meliolae
Hansfordiellopsis aburiensis
Hansfordiellopsis deightonii
Hansfordiellopsis elongata
Hansfordiellopsis lichenicola
Hansfordiellopsis minuta
Hansfordiopeltis congoensis
Hansfordiopeltis cupaniae
Hansfordiopeltis erythroxyli
